optimum_width,optimum_height,optimum_levels
3.946903075589349,2.596887062056921,1
4.060637027703406,2.8817771558966747,2
5.592889064432095,4.383701601553614,1
5.731544663973548,3.7833587078810664,3
6.774856522588712,5.1395382067775675,2
6.9010056856256,3.4121294615943993,1
6.969362396547984,3.489743816040277,2
7.69822155100807,6.080461398768201,1
8.865409772515495,7.256519249495372,2
9.19251533058119,5.115893002022233,1
9.300111420418405,7.648658854696914,3
9.667068660335836,5.878413968734292,6
9.870767237008572,5.958049085877099,2
10.400778537792297,9.364499550362892,2
10.594850839790015,3.551311392009004,1
10.670358114652647,8.40623020822009,2
10.974856736872928,7.547911995539906,4
11.025155137021587,8.92371040667721,3
11.059517201978364,4.7335386060545925,2
11.06876708983863,5.458607080852232,3
11.328379099422532,6.756473785283544,3
11.39855706202302,9.464185750392444,1
11.412550695021329,6.927063131846362,2
12.487870448464843,9.947004863028976,2
12.580701855081326,6.194048733050702,2
12.608091354386687,8.825080318172983,5
12.727054622818683,10.186262276195722,3
12.990919661157807,10.483916616928392,4
13.22600084086735,8.803886191629832,2
13.31188337193836,7.620259843385399,2
13.722414682022865,11.793097670576172,4
13.78346076208784,11.54558938563659,3
13.916909092309002,7.319978835033297,3
14.13725416903878,8.95809057810575,3
14.270714895667687,4.837788430425723,2
14.645975550458353,12.465827388926025,2
14.913328886342569,4.542774791928111,1
14.950004841064175,6.207129600214701,3
15.02515323186827,6.046634473308415,2
15.125590642150106,7.140460795064855,2
15.425810751812396,10.018473926768955,6
15.455894490005111,8.988599016542665,4
15.594173642993926,10.875636966333106,3
15.60274756979387,8.268584458660662,3
15.635515488171885,13.320222879301774,4
15.882868804211755,7.273536065086905,3
15.929178567895857,11.20187737939331,4
15.985866382844476,7.577419668953195,1
16.144240018305226,12.980465099882323,5
16.274586702322885,7.347441236523679,4
16.474265257276762,9.21726938155565,3
16.570392865315313,14.227131934479052,6
16.644857762272366,13.240091158772369,3
16.76655665029189,9.94776562460619,2
16.837407354929837,8.745401691060005,9
17.08686412931034,4.900515269291446,2
17.10216802900896,7.954357590033319,2
17.185467434580783,14.83028307621613,5
17.296047780904054,7.755075385044065,3
17.50777587882357,13.764304520529686,2
17.631655637205302,6.373761828813847,2
17.885317423282228,11.032511620137633,5
17.90432831971485,8.311326103494956,4
17.98191723693193,12.338773928508221,4
18.026725075456614,6.580250638567037,3
18.24680582661398,10.069272926297664,3
18.606271396339057,11.48769886343051,3
18.652796568845854,10.238124194124056,4
18.657277489299695,17.047562146413117,13
18.6627329758621,14.547978577460553,4
18.667451682803577,4.660783870034073,3
18.759027168067245,14.267977555548814,3
19.133541676930026,8.449182461777298,3
19.159582482053757,11.815106996297661,2
19.615080539214404,8.229080513184506,2
19.894263148697554,17.218159372208966,10
19.927642079914527,6.735218696884026,4
19.965520929830582,14.720584833414403,5
20.005397935339676,7.826225604572802,4
20.05788643014858,12.301974072417185,1
20.059174374452233,9.691678611257892,2
20.120036011112155,15.245596474956196,7
20.138624363147386,9.000749909726093,4
20.14363736852439,14.83294462623303,6
20.180259482943377,6.0620068398895715,3
20.240897745976458,7.70849007653162,5
20.43760172678187,12.489212485410018,3
20.494202139574888,14.279969886662276,15
20.50900559533681,7.32817093859809,3
20.603436901220537,16.872630922890156,9
20.604162323695665,9.700014232492242,3
20.68526019219964,12.465641905375454,4
20.756381567640535,15.950893868884037,8
20.786974821173985,8.213385033536209,6
20.850073741852178,6.106963383131041,2
20.871411920001286,9.482743788202747,5
21.801559979092456,8.638597586584167,3
21.94999263640468,16.773954148158964,6
22.059685473558055,19.094031563635944,6
22.118363057424183,13.010667487188954,5
22.132314753284934,16.483330939412213,4
22.17583407655282,13.940534554084346,4
22.244871918919788,17.156548661798283,5
22.24493164595554,10.172548787162107,4
22.433553593052494,6.038613059693468,3
22.516628362688937,18.70926128812416,7
22.59352704235075,8.338557497934254,4
22.845563968603184,10.692288033425394,3
22.84620160541164,16.669899701577588,3
22.945637489911714,17.220272719354945,1
23.10290233152997,11.079798654755702,2
23.47393808631021,8.16218331237148,2
23.60922827556849,19.233851154368686,8
23.679813360978777,14.665878201334074,5
23.715699502652765,14.188711142992826,6
23.73026829916451,12.478806929763815,3
23.750120590048752,8.80200653139438,3
23.929310679085283,11.975299029381947,4
23.95789918154921,7.836587498281032,3
24.300034102869816,11.818339723220632,5
24.35780353127757,5.7078382602316315,2
24.404731545017835,18.688896831419818,4
25.18591856686292,6.82418108272659,4
25.221143800988326,8.83410622345049,4
25.594862480384855,19.93018199110876,5
25.68070431623076,19.644319585974188,3
25.82010695486861,21.2185563501395,6
26.104028685242568,13.752328286003172,7
26.157853626481888,6.212041660031881,3
26.260654276995787,19.123585813354374,12
26.327880321608927,16.468450180290176,7
26.803519397500974,15.747576263760275,3
26.82439256635967,8.548404742528918,5
26.982278617455904,21.252267909511847,7
27.01477756175891,19.97544133932759,9
27.16510233076827,16.67326894602634,6
27.256842966572165,9.352749184608488,3
27.26736809276407,19.35302344123284,10
27.347203088381658,15.345824918155415,2
27.769460880032316,13.23588008742945,4
27.798816337181936,16.220367961561585,5
27.808403306955704,21.419940017645644,4
27.851216163847226,20.174684359087202,2
27.86813586665788,16.22311988696687,4
28.051934073817257,22.23047338099522,8
28.152372565098553,21.790760196752487,5
29.0566786363417,10.130927691297533,4
29.204164395615045,12.605005143779996,6
29.220021526075115,13.15730857993336,5
29.62701639757826,12.485644962555167,3
29.698919165484455,7.819885795145915,4
29.98380915397698,28.27654400151726,6
30.18402692721468,27.44097442694249,5
30.392584209192968,27.353726651098363,7
30.587857597432716,23.70116752179861,6
31.247339145368613,24.30794960312738,4
31.371706083394564,12.56226164029221,8
31.426119097799226,19.333446729884734,7
31.62327394749947,11.69915291146907,2
31.851035652947395,18.868736448997407,6
31.922647860085796,11.818560067756911,1
32.29149407391676,12.750815027994086,4
32.32108418678609,17.685842121159535,8
32.402323652181984,10.047780775859575,5
32.568534714791845,12.273699502827073,7
32.57400598363864,16.381367356112463,7
32.57633458427462,19.787003778956336,4
32.625120489471115,15.460474433090813,2
32.76396918764201,15.37693352805861,10
32.86945837413306,28.790814157229683,5
32.918297454672086,5.705198740828591,3
33.068404009938185,10.479721907064516,6
33.58535085825185,22.01871574225264,7
33.67050716470071,18.17199372760443,3
33.78195267956147,15.49297985747108,5
33.96047649964268,14.840617628921308,6
34.01865518974446,29.40275469711424,1
34.223762530001515,18.85411971648304,5
34.37206790912235,24.82024405981443,5
34.6789458027781,20.200794929145957,9
34.925001335466966,7.561189379350376,4
35.128621937408234,27.844340678000897,4
35.15291265730418,28.478714698724836,3
35.16677431281451,23.58216376860961,3
35.453685774747925,26.42909552226839,6
35.53646361598684,30.07178306886596,8
36.31780389679583,19.505229568841937,1
36.47769087818425,24.163690165462853,7
36.91727256144195,18.123791112484685,4
37.04523125235181,24.430497883656926,4
37.22318566697193,8.0932110009831,3
37.31250626060501,31.300832740338983,6
37.87894341205663,10.96952476812689,10
37.88223620234913,12.894168161006444,5
38.05295103428354,20.42690396608676,7
38.828370962409736,10.561371012125745,4
38.875472542281116,21.554585289595785,5
39.30463304212226,26.920343620076814,18
39.60726222086208,10.097397764345086,2
39.750809887739,25.54773037731377,1
39.863816268122186,24.052839272136488,9
39.991334190062986,11.079054689410412,8
40.07870818247305,28.906012203389587,7
40.1909695218969,30.2425244719404,4
40.20389020744733,21.49249303201335,6
40.68901050631884,27.072423492011673,10
41.29860147855854,32.16843413723066,9
41.364645168769044,16.2758939951139,9
41.736290970753636,10.21022440688554,6
41.76470771722674,16.492255729021384,1
41.80077960081384,19.279215873815076,2
41.82387313491632,14.331174648347252,4
42.450282414452005,34.11510702754251,8
42.45544460167656,17.890588350859385,7
42.609300426561035,27.18916735715723,5
43.34723460890653,34.00241244841586,7
43.900614686666415,16.022438264313468,6
45.58891579044682,34.296371903431364,6
45.597902879669824,34.05680967006753,10
45.801992978408094,24.622274574058817,3
46.08503968551648,25.90350617759913,24
46.71021370250068,24.18101744639337,7
46.79255550626377,38.7082484334607,7
46.90931755333061,33.0637793866072,12
47.07557802071388,24.665726297358216,4
47.79843373557419,17.0919170737361,3
47.86356740063923,28.204788990485007,4
47.86618886605022,20.582459496585468,6
48.66434227344946,12.920083927550802,7
48.77063378083713,35.02890882905893,1
49.23037278160014,41.44889743985549,12
49.29082600965825,32.671571139300475,9
49.53996611980731,32.49049930381927,4
50.095435861692735,25.881534877200576,8
50.15392112466778,18.412866606487853,4
50.58957787444143,26.23780356105661,11
50.67375457717213,40.29232194969143,9
50.7073213978648,39.14227487959075,3
50.8066276575462,39.020848957214724,5
51.04654321716173,9.15674630060734,5
51.34409358334567,11.39413581145828,6
51.52868549626375,20.681172255749644,9
51.55057651601237,9.384235140832253,4
51.71735542391383,11.291773489040583,3
52.188550525493525,41.87246271152793,20
52.53063856705185,31.590159241858075,7
52.6381649273259,14.88035163300223,5
53.09185456611992,27.202236972157003,6
53.23471063899005,34.30472812231065,15
53.25724036566075,20.797863200545216,2
53.45347546845406,11.61583396687939,9
53.665352991145284,41.1138421426888,7
53.725386450706054,24.281437062434303,10
54.02675196588653,38.01731705739228,4
54.87563561049842,40.20265785043763,6
55.25084286001896,20.710491357083377,5
56.25618227006002,23.680157816948466,4
56.57932762527594,30.747478780239213,8
57.468571945200424,35.902544729730124,8
57.87046562896508,30.81752343199006,4
58.77347970348204,14.869574170518511,2
59.164776058727526,28.229239236821236,20
59.45119613943447,12.918627953021211,6
59.820351902989074,42.230924319819074,2
60.500881999035016,32.879654056494566,6
60.812498522587575,29.40674025570962,9
60.92423131493943,15.305308892408444,5
61.10845900274029,16.4826785014469,4
61.44339973644587,22.959364163062112,9
61.989292391820385,22.7221393486616,8
62.19574314695835,28.063737956990373,14
62.42329882134203,12.801535603797248,8
62.894431589534804,42.27164577051719,7
63.14187048186892,33.743552537739724,10
64.21815061452686,25.721759932381005,2
64.22772474755216,17.395501102756718,7
64.30127531995024,37.68191512051055,5
64.4142047040176,9.182473689399346,4
64.80266357938764,37.855324004943206,8
66.2886726944775,25.48648217224785,5
66.70071412688371,17.849019473563878,8
67.08803764237453,34.51651278989529,8
68.39859447542305,21.634295622490704,9
71.11603167876928,25.355317661586326,10
73.61577997136308,34.57309856518423,4
73.89333300946765,43.326283118179234,6
74.39845384938452,36.26085590307747,6
74.71778458511704,42.056626302626306,9
74.7395004939918,18.312902466985506,5
74.85351792744433,20.66809013968223,6
75.83392477620929,40.91684499599491,3
75.903195561958,30.16919523866695,8
76.02614622047071,39.452127044294315,12
77.12534710478961,40.4401892094974,1
77.26409757914713,12.722808276314309,3
77.49940916035632,10.14112526803649,4
79.03971354862658,16.0028574053744,8
79.77299394536576,27.05408239270151,4
79.86790569893992,19.38341530152144,3
81.52608945054767,29.787994138586768,6
