x,y,z,angle_deg,obj_filename,pred_width,pred_height,fit_dist,pred_levels,cluster_levels
-728018.2594866131,3172759.498613104,0,74.35523699253606,cluster_39_w59.15_h43.53_l1.obj,60.91654351931676,46.56749588080909,3.5126297208742994,1,1
-728560.5470761174,3172767.6405086755,0,-21.927966960973453,cluster_25_w40.07_h9.79_l1.obj,41.18953030731036,15.651471916765365,5.9728718925244015,1,1
-727963.9034036665,3172785.052649002,0,14.243059114570201,cluster_0_w0.01_h0.01_l1.obj,3.8270200934208702,2.7743844470327694,4.708873212653298,1,1
-728537.592893099,3172821.8818235598,0,-19.922302024229438,cluster_38_w55.75_h12.85_l1.obj,61.32880882602817,12.934030191768526,5.581510060861886,1,1
-728471.95868291,3172844.9985890756,0,62.8536287488043,cluster_35_w51.44_h37.38_l1.obj,54.03136212071664,42.667254639026304,5.88988678621863,1,1
-727983.554646891,3172823.719603035,0,74.38129749430996,cluster_49_w65.23_h16.98_l1.obj,73.2688714152846,22.16237478854905,9.56138792092058,1,1
-728528.582185889,3172858.7517228383,0,84.66021721842873,cluster_0_w0.01_h0.01_l1.obj,0.00015358221359793476,2.699825756087926e-06,0.017984466234047845,1,1
-728014.7216374315,3172833.845786257,0,74.35466139002514,cluster_55_w75.29_h12.62_l1.obj,76.16237879963349,22.132726218503233,9.549187837005412,1,1
-728265.017819964,3172844.371954784,0,-80.68638243167824,cluster_7_w16.31_h7.35_l1.obj,18.74981845005996,8.113014236011674,2.559539131880462,1,1
-728521.084333181,3172880.5818851925,0,-25.493253928480108,cluster_37_w54.62_h19.50_l1.obj,59.58266080345156,24.59030037325369,7.10843733180588,1,1
-727986.2188968859,3172869.3312366116,0,-15.591987630909955,cluster_7_w16.31_h7.35_l1.obj,17.12123928386161,9.771273036021679,2.5584735846244384,1,1
-728017.1149862163,3172890.159060607,0,74.43109158357686,cluster_2_w7.05_h5.22_l1.obj,7.9548791470623454,5.930877492105885,1.152201816483362,1,1
-727966.0242726627,3172891.379770913,0,74.36146594607787,cluster_12_w21.44_h18.87_l1.obj,21.92055548561589,20.017895110845227,1.2459785158032342,1,1
-727970.3114331432,3172958.1632138873,0,29.94593648752191,cluster_61_w80.54_h41.04_l1.obj,85.05255630566789,42.177352534766186,4.65022957736741,1,1
-728610.8465734802,3173013.439106706,0,13.910033217691401,cluster_8_w16.63_h13.87_l1.obj,20.912756209510157,15.317297517226827,4.524906617004886,1,1
-728565.8613935087,3173013.633659612,0,58.622819363940586,cluster_0_w0.01_h0.01_l1.obj,4.645108667096791,3.591643417354951,5.8536591190467435,1,1
-728569.8320566141,3173015.9570020232,0,-33.90635063588016,cluster_0_w0.01_h0.01_l1.obj,4.983882971914319,4.212306115458808,6.507445090646987,1,1
